label	readable
Case=Dat|Numb=Sing|Gend=Masc|Mood=Adj|Voice=Dep	Datif Singulier Masculin Adjectif Déponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Adj|Voice=Dep	Ablatif Singulier Masculin Adjectif Déponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Nominatif Pluriel Masculin Adjectif Déponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Vocatif Pluriel Masculin Adjectif Déponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Accusatif Pluriel Masculin Adjectif Déponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Génitif Pluriel Masculin Adjectif Déponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Datif Pluriel Masculin Adjectif Déponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Adj|Voice=Dep	Ablatif Pluriel Masculin Adjectif Déponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Nominatif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Vocatif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Accusatif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Génitif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Datif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Dep	Ablatif Singulier Masculin Neutre Adjectif Déponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Nominatif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Vocatif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Accusatif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Génitif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Datif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=Dep	Ablatif Pluriel Masculin Neutre Adjectif Déponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Nominatif Singulier Neutre Adjectif Déponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Vocatif Singulier Neutre Adjectif Déponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Accusatif Singulier Neutre Adjectif Déponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Génitif Singulier Neutre Adjectif Déponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Datif Singulier Neutre Adjectif Déponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Dep	Ablatif Singulier Neutre Adjectif Déponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Nominatif Pluriel Neutre Adjectif Déponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Vocatif Pluriel Neutre Adjectif Déponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Accusatif Pluriel Neutre Adjectif Déponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Génitif Pluriel Neutre Adjectif Déponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Datif Pluriel Neutre Adjectif Déponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Dep	Ablatif Pluriel Neutre Adjectif Déponent - VER
Case=Nom|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Nominatif Singulier Commun Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Vocatif Singulier Commun Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Accusatif Singulier Commun Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Génitif Singulier Commun Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Datif Singulier Commun Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Adj|Voice=SemDep	Ablatif Singulier Commun Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Nominatif Pluriel Commun Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Vocatif Pluriel Commun Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Accusatif Pluriel Commun Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Génitif Pluriel Commun Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Datif Pluriel Commun Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Adj|Voice=SemDep	Ablatif Pluriel Commun Adjectif SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Nominatif Singulier Féminin Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Vocatif Singulier Féminin Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Accusatif Singulier Féminin Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Génitif Singulier Féminin Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Datif Singulier Féminin Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Adj|Voice=SemDep	Ablatif Singulier Féminin Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Nominatif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Vocatif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Accusatif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Génitif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Datif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Adj|Voice=SemDep	Ablatif Pluriel Féminin Adjectif SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Nominatif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Vocatif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Accusatif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Génitif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Datif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Adj|Voice=SemDep	Ablatif Singulier Masculin Féminin Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Nominatif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Vocatif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Accusatif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Génitif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Datif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Adj|Voice=SemDep	Ablatif Pluriel Masculin Féminin Adjectif SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Nominatif Singulier Masculin Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Vocatif Singulier Masculin Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Accusatif Singulier Masculin Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Génitif Singulier Masculin Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Datif Singulier Masculin Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Adj|Voice=SemDep	Ablatif Singulier Masculin Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Nominatif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Vocatif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Accusatif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Génitif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Datif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Adj|Voice=SemDep	Ablatif Pluriel Masculin Adjectif SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Nominatif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Vocatif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Accusatif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Génitif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Datif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=SemDep	Ablatif Singulier Masculin Neutre Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Nominatif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Vocatif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Accusatif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Génitif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Datif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Adj|Voice=SemDep	Ablatif Pluriel Masculin Neutre Adjectif SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Nominatif Singulier Neutre Adjectif SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Vocatif Singulier Neutre Adjectif SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Accusatif Singulier Neutre Adjectif SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Génitif Singulier Neutre Adjectif SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Datif Singulier Neutre Adjectif SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Adj|Voice=SemDep	Ablatif Singulier Neutre Adjectif SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Nominatif Pluriel Neutre Adjectif SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Vocatif Pluriel Neutre Adjectif SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Accusatif Pluriel Neutre Adjectif SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Génitif Pluriel Neutre Adjectif SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Datif Pluriel Neutre Adjectif SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Adj|Voice=SemDep	Ablatif Pluriel Neutre Adjectif SemiDéponent - VER
Mood=SupUm|Voice=Act	Supin UM Actif - VER
Mood=SupUm|Voice=Dep	Supin UM Déponent - VER
Mood=SupU|Voice=Act	Supin U Actif - VER
Mood=SupU|Voice=Dep	Supin U Déponent - VER
Mood=Inf|Tense=Perf|Voice=Act	Infinitif Parfait Actif - VER
Mood=Inf|Tense=Pres|Voice=Act	Infinitif Présent Actif - VER
Mood=Inf|Tense=Pres|Voice=Dep	Infinitif Présent Déponent - VER
Mood=Inf|Tense=Pres|Voice=Pass	Infinitif Présent Passif - VER
Mood=Inf|Tense=Pres|Voice=SemDep	Infinitif Présent SemiDéponent - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	Singulier Indicatif Présent Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2	Singulier Indicatif Présent Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	Singulier Indicatif Présent Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	Pluriel Indicatif Présent Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2	Pluriel Indicatif Présent Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	Pluriel Indicatif Présent Actif 3 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	Singulier Indicatif Présent Déponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=2	Singulier Indicatif Présent Déponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	Singulier Indicatif Présent Déponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	Pluriel Indicatif Présent Déponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=2	Pluriel Indicatif Présent Déponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	Pluriel Indicatif Présent Déponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	Singulier Indicatif Présent Passif 1 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=2	Singulier Indicatif Présent Passif 2 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	Singulier Indicatif Présent Passif 3 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	Pluriel Indicatif Présent Passif 1 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=2	Pluriel Indicatif Présent Passif 2 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	Pluriel Indicatif Présent Passif 3 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=1	Singulier Indicatif Présent SemiDéponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=2	Singulier Indicatif Présent SemiDéponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	Singulier Indicatif Présent SemiDéponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=1	Pluriel Indicatif Présent SemiDéponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=2	Pluriel Indicatif Présent SemiDéponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3	Pluriel Indicatif Présent SemiDéponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	Singulier Indicatif Futur Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2	Singulier Indicatif Futur Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	Singulier Indicatif Futur Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	Pluriel Indicatif Futur Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	Pluriel Indicatif Futur Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	Pluriel Indicatif Futur Actif 3 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	Singulier Indicatif Futur Déponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=2	Singulier Indicatif Futur Déponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	Singulier Indicatif Futur Déponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	Pluriel Indicatif Futur Déponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=2	Pluriel Indicatif Futur Déponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	Pluriel Indicatif Futur Déponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=1	Singulier Indicatif Futur Passif 1 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=2	Singulier Indicatif Futur Passif 2 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	Singulier Indicatif Futur Passif 3 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=1	Pluriel Indicatif Futur Passif 1 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=2	Pluriel Indicatif Futur Passif 2 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	Pluriel Indicatif Futur Passif 3 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=SemDep|Person=1	Singulier Indicatif Futur SemiDéponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=SemDep|Person=2	Singulier Indicatif Futur SemiDéponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Fut|Voice=SemDep|Person=3	Singulier Indicatif Futur SemiDéponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=SemDep|Person=1	Pluriel Indicatif Futur SemiDéponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=SemDep|Person=2	Pluriel Indicatif Futur SemiDéponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Fut|Voice=SemDep|Person=3	Pluriel Indicatif Futur SemiDéponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=1	Singulier Indicatif Imparfait Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=2	Singulier Indicatif Imparfait Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	Singulier Indicatif Imparfait Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=1	Pluriel Indicatif Imparfait Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=2	Pluriel Indicatif Imparfait Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	Pluriel Indicatif Imparfait Actif 3 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=1	Singulier Indicatif Imparfait Déponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=2	Singulier Indicatif Imparfait Déponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Dep|Person=3	Singulier Indicatif Imparfait Déponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Dep|Person=1	Pluriel Indicatif Imparfait Déponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Dep|Person=2	Pluriel Indicatif Imparfait Déponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Dep|Person=3	Pluriel Indicatif Imparfait Déponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=1	Singulier Indicatif Imparfait Passif 1 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=2	Singulier Indicatif Imparfait Passif 2 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	Singulier Indicatif Imparfait Passif 3 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Pass|Person=1	Pluriel Indicatif Imparfait Passif 1 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Pass|Person=2	Pluriel Indicatif Imparfait Passif 2 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=Pass|Person=3	Pluriel Indicatif Imparfait Passif 3 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=SemDep|Person=1	Singulier Indicatif Imparfait SemiDéponent 1 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=SemDep|Person=2	Singulier Indicatif Imparfait SemiDéponent 2 - VER
Numb=Sing|Mood=Ind|Tense=Impa|Voice=SemDep|Person=3	Singulier Indicatif Imparfait SemiDéponent 3 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=SemDep|Person=1	Pluriel Indicatif Imparfait SemiDéponent 1 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=SemDep|Person=2	Pluriel Indicatif Imparfait SemiDéponent 2 - VER
Numb=Plur|Mood=Ind|Tense=Impa|Voice=SemDep|Person=3	Pluriel Indicatif Imparfait SemiDéponent 3 - VER
Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	Singulier Indicatif Parfait Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2	Singulier Indicatif Parfait Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	Singulier Indicatif Parfait Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	Pluriel Indicatif Parfait Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=2	Pluriel Indicatif Parfait Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	Pluriel Indicatif Parfait Actif 3 - VER
Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=1	Singulier Indicatif Plus-que-parfait Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=2	Singulier Indicatif Plus-que-parfait Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	Singulier Indicatif Plus-que-parfait Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=1	Pluriel Indicatif Plus-que-parfait Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=2	Pluriel Indicatif Plus-que-parfait Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	Pluriel Indicatif Plus-que-parfait Actif 3 - VER
Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=1	Singulier Indicatif Futur antérieur Actif 1 - VER
Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2	Singulier Indicatif Futur antérieur Actif 2 - VER
Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3	Singulier Indicatif Futur antérieur Actif 3 - VER
Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=1	Pluriel Indicatif Futur antérieur Actif 1 - VER
Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2	Pluriel Indicatif Futur antérieur Actif 2 - VER
Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3	Pluriel Indicatif Futur antérieur Actif 3 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1	Singulier Subjonctif Présent Actif 1 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	Singulier Subjonctif Présent Actif 2 - VER
Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	Singulier Subjonctif Présent Actif 3 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	Pluriel Subjonctif Présent Actif 1 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=2	Pluriel Subjonctif Présent Actif 2 - VER
Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	Pluriel Subjonctif Présent Actif 3 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1	Singulier Subjonctif Imparfait Actif 1 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=2	Singulier Subjonctif Imparfait Actif 2 - VER
Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	Singulier Subjonctif Imparfait Actif 3 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1	Pluriel Subjonctif Imparfait Actif 1 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=2	Pluriel Subjonctif Imparfait Actif 2 - VER
Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	Pluriel Subjonctif Imparfait Actif 3 - VER
Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1	Singulier Subjonctif Parfait Actif 1 - VER
Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=2	Singulier Subjonctif Parfait Actif 2 - VER
